label,L.BSTS,L.CACG,L.CMFG,L.CU,L.EC,L.FG,L.IPG,L.ITG,L.ICG,L.LOG,L.LOFG,L.LG,L.MOFG,L.MTG,L.PHIG,L.PaCG,L.POP,L.POR,L.PTR,L.PCAL,L.PoCG,L.PCG,L.PrCG,L.PCU,L.RACG,L.RMFG,L.SFG,L.SPG,L.STG,L.SMG,L.FP,L.TP,L.TTG,L.IN,L.CER,L.TH,L.CA,L.PU,L.PA,L.HI,L.AM,L.AC,R.TH,R.CA,R.PU,R.PA,R.HI,R.AM,R.AC,R.BSTS,R.CACG,R.CMFG,R.CU,R.EC,R.FG,R.IPG,R.ITG,R.ICG,R.LOG,R.LOFG,R.LG,R.MOFG,R.MTG,R.PHIG,R.PaCG,R.POP,R.POR,R.PTR,R.PCAL,R.PoCG,R.PCG,R.PrCG,R.PCU,R.RACG,R.RMFG,R.SFG,R.SPG,R.STG,R.SMG,R.FP,R.TP,R.TTG,R.IN,R.CER,L.VTA,L.SN,L.RN,R.VTA,R.SN,R.RN
L.PoCG,101.675789798897,131.533854370339,87.1647717501281,0.0,95.6270904541016,135.529679858887,96.2920974022217,139.215667264574,110.700812837799,150.145265750426,209.11603166671,156.853925370025,201.66559312765,115.092623486876,86.1205062866211,15.1203428531032,89.9728797179303,161.954818725586,152.998545912863,0.0,0.0,79.4288101166463,36.7810067523291,61.7312295832723,130.576067488665,111.125985122852,107.216275552213,32.6364991962656,108.584389393903,32.5594461437575,0.0,169.552185058594,92.5044419502416,48.823697724786,139.895832079839,83.8791435112457,77.0344422055522,74.3619503469599,83.287701324566,105.743196688783,136.902053833008,115.664734974086,154.689614656591,137.610885677903,165.211813521001,158.811210652839,174.225480333954,216.369781494141,126.571932830089,207.282913208008,0.0,172.324328819493,0.0,0.0,0.0,185.603131789627,0.0,119.80819124367,0.0,0.0,0.0,101.953926086426,158.646011352539,164.483856201172,146.101503638187,193.900608671899,0.0,0.0,0.0,148.487181139881,105.789952777363,147.837434585751,153.574069054573,0.0,221.3298626745,164.136870323765,169.601616937502,174.175424545818,142.338032980317,0.0,0.0,192.835405536269,128.186585356526,176.671779107294,139.895832079839,139.895832079839,139.895832079839,176.671779107294,176.671779107294,176.671779107294
L.PCG,102.972184437326,23.8530418028839,91.2414708454025,93.8403167724609,0.0,131.036636352539,105.331172107518,133.024138622818,23.7083897039469,131.645617562887,0.0,0.0,131.909241224127,148.857653476664,102.01489601905,35.6501117591223,98.4130358244949,0.0,123.673275049822,0.0,79.4288101166463,0.0,77.5490335838593,35.7541747002556,54.8331185233947,101.820398709845,39.5561155560411,80.9606369164791,105.558578796648,89.0853143027348,0.0,0.0,81.0724873051377,90.1081249435233,117.291752346348,76.2030993781279,55.8443785436496,78.9273576664062,78.4585234299306,97.2095111915646,0.0,0.0,98.8086455287111,95.6459733881819,107.936900084028,126.238214366305,0.0,0.0,139.130728144245,127.66577911377,50.1054276713902,100.557331359267,190.736953735352,0.0,0.0,138.507172916576,195.465225219727,91.6872992238461,0.0,0.0,0.0,0.0,138.042491525393,127.338922809721,88.0237496195798,138.695164731392,0.0,126.219137689011,0.0,116.309140800872,35.7254273655014,104.145101974429,114.962939824729,0.0,165.663633850386,100.178677499514,131.445733321172,145.398476397757,109.610268818158,0.0,0.0,159.56086730957,148.241254335166,155.241184516117,117.291752346348,117.291752346348,117.291752346348,155.241184516117,155.241184516117,155.241184516117
L.PrCG,116.558433957979,91.804060845522,35.0966101066646,0.0,0.0,137.717784672989,108.180646410638,134.253544295949,113.024509002867,138.988848031476,138.911173698057,170.9948738451,141.08911936633,127.725472873735,0.0,19.295388465826,35.6781811855864,0.0,106.229179067449,164.680572509766,36.7810067523291,77.5490335838593,0.0,98.8214594682269,174.866218381793,70.681715290982,55.2299100328137,74.9356544456094,115.301472228653,77.0676156347734,0.0,0.0,122.870061533752,57.3205237553212,152.038734812897,85.2221797018487,58.1263387013986,70.159338313559,80.7151906386822,100.895470873911,139.543933528772,127.213088989258,155.175382343206,124.99841407458,146.715602134892,153.412392203709,177.380516847902,0.0,0.0,198.191772460938,128.483958634159,142.99533873205,0.0,0.0,0.0,167.855284097704,0.0,146.139688479506,0.0,180.629348632908,170.844594892389,153.574105791334,194.029783868796,219.046508789062,131.79202164931,150.026180259914,0.0,185.901463529034,163.05598449707,170.287130628437,100.133289540397,144.514635934393,174.89459397609,0.0,167.882185093106,140.011180105786,183.151168509079,201.002034771258,176.518125031229,0.0,0.0,171.58556885261,160.196571522689,165.689499381863,152.038734812897,152.038734812897,152.038734812897,165.689499381863,165.689499381863,165.689499381863
L.PCU,87.7652662707154,87.6950704444545,134.957681050394,29.6843895655606,0.0,89.7457187238342,66.3815659617573,107.377505815561,28.7447355489083,72.4919205069231,0.0,44.260032947457,134.847504769129,105.411438984564,66.2953828700386,40.4454626853875,152.95475174955,179.798919677734,208.156140944717,25.7095622561147,61.7312295832723,35.7541747002556,98.8214594682269,0.0,120.589692250508,159.8706136087,95.6458105104316,24.3244606752504,106.37023858615,89.5679921907992,0.0,146.839712584304,89.3617315417201,96.8175771669463,138.624497027878,93.8786429497911,89.100942017499,107.848164273639,110.515022716421,88.4206769501162,118.176103272078,0.0,151.245455928804,137.8739784786,166.281059987855,156.467089412865,152.842018372411,197.705038181347,126.278121948242,157.346123143652,133.737524249332,151.279656054071,146.282651088561,0.0,158.58865223598,144.448391713427,161.459096866852,76.5567734818405,144.255832773331,201.946042769319,132.908241400138,114.010894775391,158.620990313546,141.324789307682,137.887608664768,204.635524931396,229.190612792969,226.683746337891,140.568929623359,154.932604454959,93.7165721595866,152.266752824655,115.41340767539,0.0,213.210553755253,163.869152540125,139.438663483654,163.822411494984,147.187214914765,245.906936645508,214.930055801478,152.393592812116,160.433114273781,203.172766200205,138.624497027878,138.624497027878,138.624497027878,203.172766200205,203.172766200205,203.172766200205
L.RACG,0.0,25.3010478956131,140.024536132812,136.760362605014,0.0,119.486574460025,152.392642572146,115.355983594145,78.7888586545785,164.36357444565,33.6469070986427,113.353448495318,17.0514077456509,146.798777330687,0.0,94.0509084424517,104.241686710595,60.0719027973389,68.8593425148706,129.6513671875,130.576067488665,54.8331185233947,174.866218381793,120.589692250508,0.0,50.6987065020804,23.3636171192529,170.16012606779,109.787161965086,117.703156785126,50.4990168229891,91.6826800159,127.323627724143,52.8101361273615,207.833892822266,77.3851660354127,34.4324275993612,53.3184842635408,68.689704114962,71.4419708318458,81.5486769846067,17.4722758469162,76.8725426880949,64.4049141419591,87.7111245672948,97.8290990041293,77.9764510585667,0.0,46.0400941823821,0.0,47.9567351769236,106.286654973673,132.496829183162,0.0,187.132312855367,132.232598777541,176.054587216219,60.8954910144262,139.576593463575,70.0122659046161,142.466907529825,51.3398677888371,125.903425682978,87.2589416503906,160.934860627471,119.977909884147,83.6589696940696,110.215711103013,128.328959435879,111.079922757441,49.5910339355469,151.704959579851,129.836429916558,20.3794873590323,106.471108253042,99.503595875736,142.099610208877,143.767626482821,110.044534632931,115.833474232058,0.0,190.546127319336,83.3766455949245,100.902462224771,207.833892822266,207.833892822266,207.833892822266,100.902462224771,100.902462224771,100.902462224771
L.RMFG,152.186733745846,70.6968520155486,39.1694992521326,190.776494675553,105.263111067239,153.283800543983,171.112832078212,135.14162833145,150.775791157574,189.265684325452,25.2402650966322,149.770977784716,16.12316325708,127.831485418307,184.129682199346,155.116570433456,45.0013095493911,23.2548701253554,35.1331703418725,186.518870152833,111.125985122852,101.820398709845,70.681715290982,159.8706136087,50.6987065020804,0.0,40.2498545717062,136.58050822051,119.996436113215,131.494353557858,13.5658538174975,104.846328847382,184.009979248047,79.3719928610244,165.522885353398,103.816023788299,67.2367857868922,74.0301437220697,84.5242952459282,145.237757147635,144.105207851925,75.3498356210504,165.531403874708,119.837067609426,138.561944874085,160.780726136348,0.0,147.171535198194,110.331116331746,218.329681396484,105.548022848385,161.342604132759,0.0,0.0,211.401027112507,222.280227277501,212.483124529295,209.890960693359,0.0,107.837277703461,202.119906202412,105.013737263308,218.527729382563,117.100517272949,198.270234519938,149.209871267351,129.712654823226,137.898511241501,0.0,185.399127254874,126.374644761562,171.983383809363,225.286624330783,90.6949447241234,124.023107932202,128.261632206293,186.951184877725,162.540113166683,199.013228390501,121.625272819749,155.282608726775,0.0,141.422062576274,157.547885759588,165.522885353398,165.522885353398,165.522885353398,157.547885759588,157.547885759588,157.547885759588
L.SFG,159.637193193478,38.931179699133,41.4960389376023,228.000091552734,235.846115112305,164.626506215411,142.504609894909,168.871743432221,104.882219197448,181.729119903351,75.9892225739492,189.738189989302,14.9091444226491,159.147883580819,113.597739810089,24.1402387013467,88.8776801761587,85.9054638219744,83.2168338204276,0.0,107.216275552213,39.5561155560411,55.2299100328137,95.6458105104316,23.3636171192529,40.2498545717062,0.0,97.3149455078142,138.381349138867,138.019695749282,7.86968933661265,132.601575688628,138.100470900454,90.3815729059022,152.507582883783,96.2107271889042,65.3760056834213,79.2591635159103,89.674862748996,144.150150961704,115.910015333625,95.5542402045362,143.225448384301,117.21895005763,134.394552428435,142.621224399782,157.098572550715,149.596313476562,120.083191461097,195.905637095753,76.2845632243738,127.515917782246,0.0,0.0,0.0,193.660202109714,216.233357788242,155.552852707389,168.249465942383,132.610459671994,237.983535766602,112.451408846496,213.180978892906,165.05914460126,127.863462779704,140.719060182157,130.631711319688,150.252911418713,0.0,158.034579025371,90.9068811655909,143.152742260997,166.389495684809,78.6365743500693,129.488599797085,122.701929659961,185.399652437846,194.950269131292,190.03685680061,125.281101133257,164.975622636273,191.32080078125,150.256558266816,170.962335380549,152.507582883783,152.507582883783,152.507582883783,170.962335380549,170.962335380549,170.962335380549
L.SPG,98.0080884295346,153.385256081534,98.4358306035644,20.8330307709835,0.0,98.4353179911745,44.0924377707572,115.774175016843,73.9580734786265,41.8379970282315,0.0,66.0800333185163,127.378916572834,109.55290691453,109.809904576885,34.5550130635007,132.203840115674,196.497436523438,177.590001910203,40.5217628272093,32.6364991962656,80.9606369164791,74.9356544456094,24.3244606752504,170.16012606779,136.58050822051,97.3149455078142,0.0,113.011582361867,55.4407095160087,0.0,175.792470452536,90.2825539358291,96.1781518100793,150.220488407609,95.4543196737357,89.6250140575296,99.6574387145089,97.1202586509357,113.455664836381,135.260484833249,158.416599830785,158.824911956241,143.033237387201,171.319852104428,170.827038050049,169.316070338675,202.485937731789,200.743591308594,164.535586814511,188.129689621485,201.777371345247,172.112469004497,239.607376098633,168.939768330595,166.624113533892,182.564461175424,100.349845782081,174.802584910622,0.0,147.727864408471,162.872924804688,180.307066628113,160.348656620606,155.198850871003,181.878955449983,0.0,0.0,163.059840617712,160.456117263707,128.417759107509,157.51982155537,141.124682764627,0.0,227.482047546707,198.953855030942,158.145336221492,171.556344748682,158.070453674373,0.0,202.057041580482,144.619657591534,163.266779104074,179.237759386052,150.220488407609,150.220488407609,150.220488407609,179.237759386052,179.237759386052,179.237759386052
L.STG,18.1430912596165,115.543608333296,134.249699137266,118.979282782644,27.4793214323442,69.7517585303524,84.3156972708023,46.9738494371254,95.9958243276987,109.279568813461,82.6628676372221,111.429249805757,89.2871422695396,27.7487187038797,46.8991063998642,135.383360726656,119.875561767182,111.275240127233,110.676122120336,118.24459291169,108.584389393903,105.558578796648,115.301472228653,106.37023858615,109.787161965086,119.996436113215,138.381349138867,113.011582361867,0.0,35.5623382194665,0.0,18.7305373213765,21.3597439473526,30.6176695766329,152.524353027344,77.7275223574015,112.115548506348,55.9604531151585,73.6034947507879,64.7105326592069,35.5487630081223,93.3876321610654,180.79444405095,180.950150149574,184.574024176327,201.598051784395,184.643692323759,245.495361328125,125.4477832742,189.776609036745,139.158895357429,192.275047942873,0.0,0.0,187.733963640968,190.115246249354,209.175779385538,123.165116485743,217.961819213926,199.325430223557,218.964287259637,154.101336366855,203.579691520777,246.124588012695,167.21004000501,244.196853637695,0.0,215.015126984528,200.409251743919,185.716657697794,156.275655800425,188.817861014552,164.049075588126,166.361159800076,188.035510827925,191.91972450181,176.870464684601,202.585811636,182.455704973924,157.873321533203,0.0,171.18229675293,171.8839391548,190.037146387114,152.524353027344,152.524353027344,152.524353027344,190.037146387114,190.037146387114,190.037146387114
L.SMG,44.7082321508408,133.695288986512,111.659667532222,189.367790982044,195.618728637695,112.826399546773,31.3664243361745,98.8415336560583,86.7472052244606,122.853528909254,141.346582796808,162.668586388196,137.659125301549,84.661607042435,192.078050893801,102.898473374447,99.7111793994831,0.0,170.004243933984,146.750814378749,32.5594461437575,89.0853143027348,77.0676156347734,89.5679921907992,117.703156785126,131.494353557858,138.019695749282,55.4407095160087,35.5623382194665,0.0,0.0,154.621466153362,44.7692691458082,40.9339770858165,177.39592688797,88.6934373842047,96.2404947679836,75.6916471417034,87.2132300191442,102.732634858534,92.544617655842,0.0,162.750923873597,174.051090351053,177.760311431177,177.780095488659,167.771398936342,0.0,0.0,146.28864267582,200.303177304009,178.370282429163,202.254374088194,0.0,230.766082763672,182.780850564757,213.216402181903,112.253519049653,213.776866560901,0.0,0.0,0.0,197.476626421931,155.387908935547,146.725539904625,204.171066507636,0.0,0.0,166.405086313702,155.338510744655,106.641740390593,185.076647699614,144.776792448842,0.0,214.571877285173,209.809452414198,161.063544220159,166.168805915145,162.350461991642,0.0,0.0,0.0,141.635797253695,173.131098871741,177.39592688797,177.39592688797,177.39592688797,173.131098871741,173.131098871741,173.131098871741
L.FP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6041361691913,0.0,8.31830738996947,0.0,0.0,0.0,0.0,93.4627380371094,66.60595703125,0.0,0.0,0.0,0.0,0.0,50.4990168229891,13.5658538174975,7.86968933661265,0.0,0.0,0.0,0.0,0.0,0.0,83.5172729492188,0.0,127.793239064832,103.394353199281,72.8618954238828,79.3281478881836,0.0,0.0,71.9985820569109,0.0,114.662725931875,113.68741607666,0.0,0.0,0.0,100.692858850043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.605361938477,0.0,116.819121214725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9424514770508,116.925189073678,171.049520300572,0.0,0.0,0.0,130.075151798427,0.0,0.0,104.630706787109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.TP,0.0,0.0,0.0,152.282521436723,9.59073536868973,11.8332666876281,163.090970799622,25.1512943311045,139.288507271707,139.040870922568,79.3815581100462,106.572059112299,79.4627783743444,22.9095455188289,34.7156558414709,120.411102294922,132.346341635611,110.74386736144,105.106734324573,130.735396854295,169.552185058594,0.0,0.0,146.839712584304,91.6826800159,104.846328847382,132.601575688628,175.792470452536,18.7305373213765,154.621466153362,0.0,0.0,0.0,26.1779041985787,0.0,74.1513121968847,94.3732148810296,53.3561797408087,52.3410720962184,50.7664781607372,17.5544857734298,84.1108855336287,206.774415066033,167.271194458008,194.440741703232,0.0,0.0,0.0,0.0,0.0,152.716949462891,223.292694091797,231.235778808594,0.0,0.0,0.0,218.513214111328,0.0,0.0,0.0,0.0,149.777708664222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.334548950195,112.356263572681,178.293945942575,171.423385620117,242.335144042969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.TTG,67.3946331554735,0.0,0.0,0.0,71.27783203125,89.6626815795898,97.4844936438356,114.995525292909,91.0805641515671,106.534231765485,151.180725097656,144.495763221468,149.520919799805,60.7679815303021,202.882934099996,135.168793402341,130.339519628538,0.0,115.360198974609,107.275871276855,92.5044419502416,81.0724873051377,122.870061533752,89.3617315417201,127.323627724143,184.009979248047,138.100470900454,90.2825539358291,21.3597439473526,44.7692691458082,0.0,0.0,0.0,24.063701931477,123.606391906738,53.5064027989911,84.2563171386719,43.5634951986871,72.6000677849236,45.8356522330844,0.0,0.0,146.454480328314,110.771293640137,168.56121304899,162.89892578125,167.579244880634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.026779174805,165.462146045387,207.105788401268,114.640824738591,225.896255493164,0.0,0.0,238.957656860352,168.615943192669,0.0,172.751220199049,0.0,0.0,0.0,0.0,156.132580740645,128.873159005445,187.628702061121,139.150175557588,0.0,0.0,220.22004699707,150.120372981531,175.88994654579,142.297307477503,0.0,0.0,0.0,183.165328979492,0.0,123.606391906738,123.606391906738,123.606391906738,0.0,0.0,0.0
L.IN,96.6757126264529,85.7414081696745,97.4116480419378,124.454291255325,21.3628179917421,62.6321604357812,101.815848686118,61.4695381016065,87.1117587377569,106.497614308402,27.6980216361455,101.651271988918,18.8253412178189,57.6250362192598,51.9458544244295,114.24312918399,47.0588024612231,66.937623417175,51.0244536338453,120.195769286423,48.823697724786,90.1081249435233,57.3205237553212,96.8175771669463,52.8101361273615,79.3719928610244,90.3815729059022,96.1781518100793,30.6176695766329,40.9339770858165,83.5172729492188,26.1779041985787,24.063701931477,0.0,80.1450279617649,38.505930937687,45.0816182106632,20.7370205444194,32.0926036121827,47.4457684584046,12.9736411758703,20.617391554245,102.364638333087,109.209149435752,140.865239942214,157.245856827992,144.57834565326,213.796234130859,91.4554748535156,195.395662237951,105.653192581175,145.673685899265,229.825016554344,0.0,187.66795029301,178.810278565821,221.891186752185,126.299272811813,199.834990640456,117.428397407408,0.0,79.7223782777785,193.342809241868,0.0,141.133619585962,142.576777049483,142.373123168945,139.128783702965,209.268224288561,159.345091311655,123.465343772172,177.248485432939,157.503323822803,127.359034467338,148.796587057704,144.70004989956,184.52292405403,182.744171125768,157.178475181895,120.100887196876,0.0,121.23388671875,55.8326349638484,80.9537930458655,80.1450279617649,80.1450279617649,80.1450279617649,80.9537930458655,80.9537930458655,80.9537930458655
L.CER,0.0,179.631317138672,126.580321655106,140.997375488281,0.0,0.0,172.249931923802,231.988418579102,149.35013208767,121.883979797363,0.0,188.783477783203,71.9057591162457,136.542088293407,31.3227789413964,148.728857863139,135.973343648594,116.340179443359,211.45486563735,184.074035644531,139.895832079839,117.291752346348,152.038734812897,138.624497027878,207.833892822266,165.522885353398,152.507582883783,150.220488407609,152.524353027344,177.39592688797,0.0,0.0,123.606391906738,80.1450279617649,0.0,50.1984365113506,99.4630572619944,95.642903485716,69.091930610829,65.7379079006787,72.8896477118962,75.0064239501953,57.2687996817344,104.672481860654,110.300212942177,88.4465699776925,71.2556036666584,102.544493854982,0.0,0.0,171.716020534844,176.015172256728,0.0,0.0,130.626739501953,208.340828354147,154.023529052734,0.0,185.292297363281,175.359008789062,0.0,196.124929371444,0.0,60.9216298698291,166.237337148099,142.129470825195,0.0,182.618651290694,0.0,166.83305070983,147.41027500348,169.546455558837,191.689425223606,220.451614379883,205.911223534184,179.726570616343,181.611940593775,223.955319716332,0.0,0.0,0.0,0.0,77.8318563797719,34.177264152239,0.0,0.0,0.0,34.177264152239,34.177264152239,34.177264152239
L.TH,81.0937900620725,100.388542757461,88.8929470323082,112.555021166777,66.3110900047222,80.2482843627259,102.068201918698,95.5200090319905,57.8200300840169,107.338147579133,84.5070637889979,103.027939007806,34.4504356024195,102.965174892532,50.3119739038707,88.5592196888328,104.198037925886,97.0391946732592,112.823191370409,117.356686713177,83.8791435112457,76.2030993781279,85.2221797018487,93.8786429497911,77.3851660354127,103.816023788299,96.2107271889042,95.4543196737357,77.7275223574015,88.6934373842047,127.793239064832,74.1513121968847,53.5064027989911,38.505930937687,50.1984365113506,0.0,36.4586838487768,57.2379720152842,39.4165995285806,25.6352253013281,38.73124155943,30.2375765208364,91.2084210961595,108.919293418667,149.603407250672,106.064483638339,156.537770877602,177.323749975036,32.7846625229303,165.47818930397,121.612974943448,145.032321364337,200.180074509271,0.0,193.487468991821,170.601710947551,199.226338736108,118.409030536738,198.425972781378,136.919141021017,188.434186311502,88.1933565079881,189.889032863682,142.976357484689,138.681595532856,170.879890839239,154.433395385742,167.753264531455,165.096821688548,151.311595879733,114.501651777802,149.639121277258,148.475909995316,149.831692739526,159.318555119145,148.488208586906,163.548272361691,167.66800870068,157.352126636276,132.829360461384,231.73384632834,168.712231012724,90.2932803325245,64.3611745961905,50.1984365113506,50.1984365113506,50.1984365113506,64.3611745961905,64.3611745961905,64.3611745961905
L.CA,122.867058948706,63.8120826597199,59.5221033563515,160.684450275676,76.7871017456055,124.459669575922,131.184414148579,91.7124197291652,100.358127312387,178.053035970297,38.1107811999389,127.28440186949,26.4422892118871,104.40650284689,92.6829299926758,61.629223497323,79.5588644473916,67.2408069975473,77.9568126154392,141.9063545519,77.0344422055522,55.8443785436496,58.1263387013986,89.100942017499,34.4324275993612,67.2367857868922,65.3760056834213,89.6250140575296,112.115548506348,96.2404947679836,103.394353199281,94.3732148810296,84.2563171386719,45.0816182106632,99.4630572619944,36.4586838487768,0.0,28.5126901673794,32.5593548246825,79.3004445097624,57.0128584477154,24.3932086743569,116.374602662261,99.8856723040416,134.33428329108,127.674918231198,115.094775365233,167.604686486855,74.1562783579758,0.0,100.653585003038,118.946363058237,0.0,0.0,166.343456677449,165.120247491633,153.538942901164,119.253680142212,169.140726898019,98.168714974463,0.0,78.0137861272367,163.303814488071,135.206512142833,108.687939261844,128.506900005873,109.512593656675,131.304715862668,0.0,142.881815554614,73.4764372162989,120.586730430864,132.433863540708,69.1588700523371,127.464108665358,116.357321599634,154.241278355861,144.950005187542,147.930869559718,108.981234000741,229.125701904297,0.0,105.826718463893,121.02437717386,99.4630572619944,99.4630572619944,99.4630572619944,121.02437717386,121.02437717386,121.02437717386
L.PU,100.013647206281,79.9616167185676,78.5176149167607,133.036128945253,49.6941445392343,68.3222537050168,108.398556548221,70.707177340712,108.250388880082,111.573302189368,37.1820104338795,103.896739945927,24.2333485812884,73.9136610726685,37.721159442841,82.9810578318673,65.8002659549784,67.1350410109485,71.9055032750855,114.516129599932,74.3619503469599,78.9273576664062,70.159338313559,107.848164273639,53.3184842635408,74.0301437220697,79.2591635159103,99.6574387145089,55.9604531151585,75.6916471417034,72.8618954238828,53.3561797408087,43.5634951986871,20.7370205444194,95.642903485716,57.2379720152842,28.5126901673794,0.0,20.7096345134297,32.9400687830112,18.4466533494387,19.3435396683447,146.142209650169,121.223016816527,142.273577023347,136.722251377772,175.052285977195,189.379035377977,58.8306405387182,200.702168160379,113.604471222343,144.950183065959,219.697514392017,0.0,201.287065116771,182.19277085733,202.456801530653,138.724304137442,200.405377469111,119.551345529621,201.131360456543,96.7863498377552,202.549076170876,170.485512852327,135.893680558955,142.284186387988,138.382377587044,151.105960256694,206.545679139413,152.671595475695,120.263103990507,149.656708745512,164.466938153889,86.0533986094343,134.279522643531,133.748294473594,177.116625313404,186.581193621268,164.373384761127,126.589639554565,159.957409246007,148.453536987305,141.293194163114,107.686849686191,95.642903485716,95.642903485716,95.642903485716,107.686849686191,107.686849686191,107.686849686191
L.PA,91.0484697560767,86.9014431784196,87.0483652757779,163.608489268898,46.3891219613509,72.133684213363,109.61473974284,78.7362021404427,106.003432243545,110.101623027631,58.4600006631654,108.548513708485,27.7658415278789,85.2435130439035,50.6038564247841,88.8499169428158,85.933444471945,82.9271777632819,85.9006217863913,140.662454060219,83.287701324566,78.4585234299306,80.7151906386822,110.515022716421,68.689704114962,84.5242952459282,89.674862748996,97.1202586509357,73.6034947507879,87.2132300191442,79.3281478881836,52.3410720962184,72.6000677849236,32.0926036121827,69.091930610829,39.4165995285806,32.5593548246825,20.7096345134297,0.0,25.0107143019271,18.725214941519,26.7396461128527,104.401467921588,119.547239620141,133.015397637387,105.017149315884,101.832462903096,184.344131469727,115.404222993846,185.904632568359,103.388628472923,155.425796636886,176.979034423828,0.0,210.027072304472,186.750253658445,223.361159427069,159.129058320988,183.25182188942,143.986660347892,128.012466430664,96.187590787615,186.027287592967,77.0893125037483,138.958763476898,161.138476738892,199.489136355763,154.533758007254,211.027114868164,149.388534738978,104.57750274632,146.062979308195,161.363748359098,126.872178969509,144.035201158686,141.056855136203,174.329293436855,207.250076448401,174.001941669834,0.0,0.0,111.441436767578,83.3358995543504,84.6189803979227,69.091930610829,69.091930610829,69.091930610829,84.6189803979227,84.6189803979227,84.6189803979227
L.HI,131.044927202812,0.0,203.451125149582,83.6648116526389,5.55804633951215,24.6381428234412,111.192909932468,54.4323442088094,19.3117850987759,103.927406525664,84.7711298965618,14.0310402918751,72.2257797349365,63.166886793129,7.71024669882508,99.4877867797075,148.741802551836,114.82918548584,158.496265288998,75.8594003283877,105.743196688783,97.2095111915646,100.895470873911,88.4206769501162,71.4419708318458,145.237757147635,144.150150961704,113.455664836381,64.7105326592069,102.732634858534,0.0,50.7664781607372,45.8356522330844,47.4457684584046,65.7379079006787,25.6352253013281,79.3004445097624,32.9400687830112,25.0107143019271,0.0,16.8402212645641,77.8891140366255,161.87352278838,153.061204910704,173.251920425436,84.1762477304991,127.494060141448,73.036491394043,0.0,154.2334904898,197.876876831055,239.557464599609,142.290030686631,0.0,186.304188671135,159.841492596027,194.47840887405,72.2599956509915,152.383232505307,0.0,125.115827626193,70.4702321616448,180.73765402313,109.564174267689,139.203238008433,0.0,0.0,195.882690429688,175.74293110031,180.303132424331,193.278167724609,201.659751224013,152.769588950584,244.708633422852,0.0,200.827460008201,172.987540929475,198.585141122901,173.220381617821,0.0,0.0,174.63088056526,142.263021334643,81.2037601050172,65.7379079006787,65.7379079006787,65.7379079006787,81.2037601050172,81.2037601050172,81.2037601050172
L.AM,134.519180297852,0.0,112.924858093262,141.02360534668,6.78236586456628,24.2894375933854,107.033554858661,39.5267405355292,71.0591507194633,117.337613062385,44.9946532448415,115.806220884477,44.2880445850525,44.4896873267392,25.0470066752265,0.0,79.7877197265625,216.485000610352,124.528390504243,116.543389749751,136.902053833008,0.0,139.543933528772,118.176103272078,81.5486769846067,144.105207851925,115.910015333625,135.260484833249,35.5487630081223,92.544617655842,0.0,17.5544857734298,0.0,12.9736411758703,72.8896477118962,38.73124155943,57.0128584477154,18.4466533494387,18.725214941519,16.8402212645641,0.0,37.1553377262351,93.2592704403446,76.3214519819652,201.825648438119,81.043234869669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.484373403565,0.0,0.0,232.020446777344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.805297851562,0.0,197.360244750977,0.0,192.504984350809,0.0,226.621734619141,0.0,211.457894507065,213.101261074532,193.693030631295,0.0,0.0,0.0,224.949966430664,86.1852091350944,72.8896477118962,72.8896477118962,72.8896477118962,86.1852091350944,86.1852091350944,86.1852091350944
L.AC,0.0,103.548759460449,0.0,0.0,0.0,70.9687219892946,155.836159109577,75.1897503890366,53.5106687424807,159.644662970097,26.8747868940528,104.456680297852,11.9387902002589,83.7655996065291,0.0,0.0,118.680749197464,70.6717293423528,75.6093915634198,0.0,115.664734974086,0.0,127.213088989258,0.0,17.4722758469162,75.3498356210504,95.5542402045362,158.416599830785,93.3876321610654,0.0,71.9985820569109,84.1108855336287,0.0,20.617391554245,75.0064239501953,30.2375765208364,24.3932086743569,19.3435396683447,26.7396461128527,77.8891140366255,37.1553377262351,0.0,72.5406071133346,70.9306348099213,110.829544067383,98.7679451269692,0.0,0.0,83.1355435832713,0.0,123.48243009567,0.0,0.0,0.0,0.0,0.0,174.083125235384,0.0,162.986297607422,74.7873280416947,107.784172058105,53.7318928008913,133.928451188329,0.0,0.0,88.6195297241211,111.57188740558,134.85400390625,149.430252075195,0.0,115.335497672933,150.780029296875,108.042007446289,48.1697036457796,107.532219469149,124.727860181775,0.0,170.732346444431,0.0,97.178775565392,0.0,0.0,38.7700040117361,0.0,75.0064239501953,75.0064239501953,75.0064239501953,0.0,0.0,0.0
