,L.BSTS,L.CACG,L.CMFG,L.CU,L.EC,L.FG,L.IPG,L.ITG,L.ICG,L.LOG,L.LOFG,L.LG,L.MOFG,L.MTG,L.PHIG,L.PaCG,L.POP,L.POR,L.PTR,L.PCAL,L.PoCG,L.PCG,L.PrCG,L.PCU,L.RACG,L.RMFG,L.SFG,L.SPG,L.STG,L.SMG,L.FP,L.TP,L.TTG,L.IN,L.CER,L.TH,L.CA,L.PU,L.PA,L.HI,L.AM,L.AC,R.TH,R.CA,R.PU,R.PA,R.HI,R.AM,R.AC,R.BSTS,R.CACG,R.CMFG,R.CU,R.EC,R.FG,R.IPG,R.ITG,R.ICG,R.LOG,R.LOFG,R.LG,R.MOFG,R.MTG,R.PHIG,R.PaCG,R.POP,R.POR,R.PTR,R.PCAL,R.PoCG,R.PCG,R.PrCG,R.PCU,R.RACG,R.RMFG,R.SFG,R.SPG,R.STG,R.SMG,R.FP,R.TP,R.TTG,R.IN,R.CER,L.VTA,L.SN,R.VTA,R.SN,L.RN,R.RN
L.STG,0.1619468577140045,0.0004978380398837,0.0010731573291204,0.0014474411483531,0.005317121634376,0.0092441029136808,0.0302656234861201,0.0539886733955973,0.0099176413648599,0.012063157777432,0.0066175442403727,0.0040659110608775,0.0019291295833077,0.2831000762441027,0.001488595186303,0.0003482192093374,0.0049666794025123,0.0022914594257133,0.0060677522254928,0.0018077350042761,0.004904732882368,0.0012070826930507,0.0102304370435584,0.0139761299402381,0.0012529074561079,0.0060057570521883,0.0060169232584223,0.0164574126849457,0.0,0.1834045404219627,0.0,0.0533353407644383,0.1663623301951767,0.1476892304246571,0.0001091506222002,0.0173774352332228,0.0018856821193154,0.0459259579952487,0.0066614141308937,0.0082428138444239,0.007557204162917,0.000596394106042,0.0048531528328154,0.0006473664545587,0.0015546999729631,0.0006878743544983,0.0008321067186154,0.0001119167591176,0.0001375734602223,0.0003066711738451,0.0002985636100652,0.0001754668022612,0.0,0.0,0.0003826469632736,0.0024349500979838,0.0009068320345638,0.0021135504136776,0.0004411578287585,0.0002010812337377,0.0001631523061323,0.0001913311867737,0.0009034108922111,4.4445742692106944e-05,0.0006456319913024,5.947263892586801e-05,0.0,0.0001510343561702,0.0001077034794448,0.0003555287700444,0.0007403123446165,0.0003082395493987,0.0069150237995877,0.0001409498490541,0.0007725600987883,0.0008997430768515,0.0050900842528561,0.0012960588082119,0.0016975771037907,4.726178557872584e-05,0.0,7.066106622445206e-05,0.0010921402483192,0.0001590243948868,0.0177876444500869,0.0177876444500869,0.0,0.0,0.08617730438403892,0.0
L.SMG,0.0358663271164904,0.0002043171196872,0.00389739533131,0.0001606246084429,3.718238383999635e-05,0.000616326440772,0.2764834099059592,0.0186173777826062,0.0097190805056727,0.0033894150428539,0.0002082509324503,0.0004348906267968,0.0002238230938513,0.030994718224939,0.0002048910763512,0.0023490870102187,0.0090973155399158,0.0,0.0004612942482338,0.0006949953240131,0.2076223121738859,0.0056282911055437,0.075206226689603,0.0227879380743579,0.000110060889263,0.0023007273802187,0.0074081103317243,0.1415219315920301,0.1834045404219627,0.0,0.0,0.0002534421073115,0.0251365572364831,0.0686961373764547,0.0002269503837167,0.0250058391176972,0.0023687472681632,0.0306921360546565,0.0114418215746649,0.002023087913151,0.0002345062046554,0.0,0.0081703184088632,0.0007349345935371,0.0019435495950037,0.0009718824938084,0.0011826340183771,0.0,0.0,0.0002151819420971,0.0001646675386902,0.0001663976171153,0.0001486608843279,0.0,8.293556660966655e-05,0.0012542159027776,0.0005540343589954,0.0021594885305962,0.0002100704527421,0.0,0.0,0.0,0.0005440933854005,0.000132584623033,0.0009928209535877,0.000209692557053,0.0,0.0,0.000171665403435,0.0017867296405177,0.0008680175520946,0.0011567575289656,0.0071065388831411,0.0,0.000139585598075,0.0009384156587962,0.0043816456265325,0.0015594326197807,0.0021895863306926,0.0,0.0,0.0,0.0009929125643346,0.0002358640902066,0.0138270869966769,0.0138270869966769,0.0,0.0,0.09032697576744089,0.0
L.FP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107603609182167,0.0,0.2285413347639754,0.0,0.0,0.0,0.0,0.0001016645530273,6.581386885961726e-05,0.0,0.0,0.0,0.0,0.0,0.0019434565359227,0.0293796103151545,0.0715500790798149,0.0,0.0,0.0,0.0,0.0,0.0,4.382076846259009e-05,0.0,0.0002998237873832,0.0003649206259036,0.0007070298463153,6.13561212684181e-05,0.0,0.0,0.0001411715962327,0.0,9.738650023681115e-05,5.011346110282714e-05,0.0,0.0,0.0,0.0001903752501187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.993996244585237e-05,0.0,0.0001199887880226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000120563219016,0.0002766253942855,0.000164052391407,0.0,0.0,0.0,0.0001676784042262,0.0,0.0,9.64759543696954e-05,0.0,0.0140752313987815,0.0140752313987815,0.0,0.0,0.09190703768284922,0.0
L.TP,0.0,0.0,0.0,7.24231854186291e-05,0.0527868982166681,0.0674273297257758,0.0003219408325839,0.0299745185608525,7.866842339502649e-05,0.0006218482648771,0.0035785017029623,0.0010364779824592,0.0009258059813335,0.0200582883367852,0.0008275993836885,0.0001557040312354,0.0002075502139728,0.000781612957589,0.0010814511667581,0.0001995999030581,3.951417625035096e-05,0.0,0.0,0.0005284627257888,0.0005046079984095,0.0020919265081031,0.0007738033016316,0.0001252707770677,0.0533353407644383,0.0002534421073115,0.0,0.0,0.0,0.0466269318392885,0.0,0.001395910885282,0.0005129599251036,0.0099429825934714,0.0019827363391428,0.0037427496267024,0.042052315091866,0.0001857041774112,0.0002261947154469,6.618097808114771e-05,8.317650421391042e-05,0.0,0.0,0.0,0.0,0.0,5.808421525213229e-05,3.750957335537451e-05,3.791526981576796e-05,0.0,0.0,0.0,3.292418408786847e-05,0.0,0.0,0.0,0.0,0.000107615112966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.521934357421533e-05,0.0002485655377329,0.0001353829274488,2.9661791815611294e-05,5.566829998163817e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201789421862219,0.0201789421862219,0.0,0.0,0.06783821142971261,0.0
L.TTG,0.0009877418598436,0.0,0.0,0.0,0.0001162515576347,0.0001178056996859,0.0028581275950369,0.0007146866197554,0.0032131795083502,0.001483104153779,7.660566626871087e-05,0.0001921378472631,6.319567926127804e-05,0.0033681793740733,0.0001981030896879,0.000247078529584,0.0003632733559756,0.0,4.3908964762132874e-05,7.766883757380711e-05,0.0020521842880421,0.0008159507373957,0.0014648203128193,0.0041153897932213,0.0002208353871761,5.542623629770157e-05,0.0005569533023926,0.0059553474466096,0.1663623301951767,0.0251365572364831,0.0,0.0,0.0,0.0508212864103891,7.484280480335387e-05,0.0082188047137765,6.144126158319956e-05,0.0112015303003356,0.0016495446814102,0.0022496924962604,0.0,0.0,0.001907002352698,6.43520001682313e-05,0.000240821408027,0.0001241826201905,0.0004317098789231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.426113893411003e-05,0.0002890662249692,0.0003224359383236,0.0005089062482178,7.744979877979529e-05,0.0,0.0,9.054083367153244e-05,0.0001375820162555,0.0,0.0001290755776684,0.0,0.0,0.0,0.0,0.0002558939412654,0.0001456585603417,0.0003369589084636,0.0012078880717645,0.0,0.0,3.9022441508089827e-05,0.0006775160579418,0.0002349116005865,0.0003654419935597,0.0,0.0,0.0,7.248475771823178e-05,0.0,0.0278202166171395,0.0278202166171395,0.0,0.0,0.08815816002338804,0.0
L.IN,0.0013336272346198,0.0012501308477356,0.0039140478195325,0.0007289010440596,0.0187061461034767,0.0122437130767458,0.0097960355734693,0.017344094137138,0.0076661029270745,0.006913759061828,0.1172831998309279,0.0038746133251881,0.0565193869183095,0.0196069620120213,0.0010788510089182,0.002588364715062,0.0521407478702442,0.0085259653267545,0.0457185341882473,0.0017018134771493,0.0401890665909784,0.0043213256578982,0.0634226989296729,0.0103282622007168,0.0107734064493505,0.0273006694032273,0.0351952847169025,0.0154745241905593,0.1476892304246571,0.0686961373764547,4.382076846259009e-05,0.0466269318392885,0.0508212864103891,0.0,0.0024004547828868,0.0675376591687518,0.0294707790559321,0.3741559002728605,0.044883912886607,0.014472309744495,0.0541204437236102,0.020918201000897,0.0114710765348884,0.002501578281778,0.0018938907043925,0.0013338285747722,0.0008367739423753,0.0001116310390258,4.257193522074408e-05,0.0001661889556345,0.001007991332651,0.0014043334019653,0.0001195529263856,0.0,0.0001568496091248,0.002099062113033,0.0005243025347992,0.0010741805336485,0.0004225408782181,0.0004680877711539,0.0,0.0019363875072864,0.0005718025713226,0.0,0.0006505033722244,0.0001617375734712,4.895740451683069e-05,0.0006108232168965,0.0001061443080538,0.0005224971104181,0.0016775920569444,0.0014002978654631,0.0052426850184666,0.0007138567714385,0.0021520063429585,0.0050719747369987,0.002706925264709,0.0007231707702925,0.0016806553738966,7.966916426261894e-05,0.0,0.0001508491287336,0.002360631043346,0.0029950869978473,0.0320978536546706,0.0320978536546706,0.0,0.0,0.06997145196729507,0.0
L.CER,0.0,5.085444326571501e-05,0.0001391801261063,0.0001408327114202,0.0,0.0,0.000542254413983,5.767463363575673e-05,0.0003754629332961,0.0001172993983243,0.0,7.578721996129489e-05,0.0003680416082743,0.0003143719042224,0.0134369375053088,0.0005840201449395,0.0003775255854182,0.0001532936268758,0.0002964145105069,5.1265368211884795e-05,0.0012634001435773,0.0006704629030462,0.0041096734832045,0.0002980037637953,7.982479137283506e-05,0.000617671160967,0.0036302414802209,0.0002725773260732,0.0001091506222002,0.0002269503837167,0.0,0.0,7.484280480335387e-05,0.0024004547828868,0.0,0.0919132990725034,0.003044257122801,0.0077486484754395,0.0331883155084745,0.0048527651156113,0.0013644279365571,7.795796125056566e-05,0.0317600799063618,0.003574839126951,0.0032176838741924,0.0234773941435662,0.002874709132997,0.0002212706622378,0.0,0.0,0.0005333166506652,0.0003229358054613,0.0,0.0,5.591130870351645e-05,0.0003210174327525,7.588388901479652e-05,0.0,0.0001691504221182,9.157040362759506e-05,0.0,8.797631571077099e-05,0.0,0.0033574191068956,0.0004207184359124,0.000113899977361,0.0,0.0001394674936781,0.0,0.0009290453794929,0.000685241634489,0.0018376203862754,0.0001039303738235,3.928458272224095e-05,0.000656388156074,0.0020370536114348,0.0004461145491411,0.0002165394981522,0.0,0.0,0.0,0.0,0.0012045331544844,1.0,0.0023703465915788,0.0023703465915788,0.0,0.0,0.00323447722137112,0.0
L.TH,0.0024680748002945,0.0048873492461706,0.0132397017757885,0.0028890277667436,0.0005141004157198,0.0149232662444111,0.0319054850227351,0.01095188742297,0.0355690945000345,0.0203917605603508,0.0058284922482578,0.0092114718651549,0.0281422194732176,0.0095444047055998,0.0065771451791131,0.0351255980409188,0.0116808489603204,0.0021232974155194,0.0070297255692254,0.002829618112243,0.0354728233111272,0.0287476326122195,0.1042218668082189,0.0485745277065705,0.0079796390411898,0.0287901240816235,0.1203050414467179,0.055851728246986,0.0173774352332228,0.0250058391176972,0.0002998237873832,0.001395910885282,0.0082188047137765,0.0675376591687518,0.0919132990725034,0.0,0.2775657298413904,0.0934900164905479,0.1062840709425052,0.1156071559959694,0.0159770879089636,0.0127936058775686,0.091251262877257,0.0155521006678733,0.011205802606861,0.0192444494586595,0.0050002818052087,0.0017596682183608,0.0006989288869385,0.0013075421525233,0.0047782222281939,0.0061336220290119,0.0004551589949317,0.0,0.0013159009551831,0.0109796410727462,0.0037072931935355,0.0073649722101515,0.0019604381779636,0.0009775745623347,0.0005313646983323,0.0039375279280785,0.0040842138460461,0.0013481153506018,0.0182515566894299,0.002242310888178,4.855032489745764e-05,0.001509871933457,0.0004502440825206,0.0109577541587675,0.0159556436112897,0.019316878241889,0.0274318974442097,0.0007564925854308,0.0070109222434438,0.0294281773357223,0.0182105272136361,0.0056843434711173,0.0147955234454238,0.0002328101729421,0.000236578350607,0.0009978003331559,0.0143883998347155,0.0665491716993181,0.0185003255941446,0.0185003255941446,0.0,0.0,0.015436102456361738,0.0
L.CA,0.0005358782828204,0.0036610282564267,0.0157665945644156,0.0001172916895666,0.0001719534987946,0.0006299115241196,0.0012336187899787,0.000956721094416,0.0013646669587396,0.0002505645500586,0.0423290685804322,0.0002584169934235,0.0547174879632539,0.0011322280499272,7.132212931666474e-05,0.0138672822244232,0.0102220434808824,0.005421150433358,0.0115283090609467,0.0001073823149989,0.005159942963764,0.0085992010203111,0.0490955122095359,0.0049378317826084,0.0273031988823675,0.0530313496856079,0.1251109678532192,0.0030890248808353,0.0018856821193154,0.0023687472681632,0.0003649206259036,0.0005129599251036,6.144126158319956e-05,0.0294707790559321,0.003044257122801,0.2775657298413904,0.0,0.2031612048460755,0.1066534582486,0.0014666321931492,0.0007061540170144,0.0335139944042385,0.0125328081380451,0.0114158297507954,0.0045382277464699,0.0046160961282619,0.0004405768042245,0.0001009109341502,0.0015790340210519,0.0,0.0046029623820002,0.0063698077362688,0.0,0.0,0.000105506545035,0.0006208263855746,0.0001570890839117,0.0005331334002045,0.0001079231663683,0.0032855239369862,0.0,0.0078376014498441,0.000291226969133,0.0006375157954518,0.0079665814954012,0.0026368427861965,0.0008812829120886,0.0017035379396592,0.0,0.0022259562353613,0.0068604915094389,0.0102248907824377,0.0023195720993863,0.0044567061630084,0.0161001163988525,0.0367231567391513,0.0009091867794474,0.000188531672999,0.0013424107286405,0.0006686177581049,3.0440012456315215e-05,0.0,0.003140182905772,0.0044570280407588,0.0650003542710128,0.0650003542710128,0.0,0.0,0.005206651874549632,0.0
L.PU,0.0023115529563978,0.0041242803408503,0.0132070551612929,0.0012035910856275,0.00237234647232,0.0167532180297888,0.0159291481383203,0.0211536545934159,0.006398131709201,0.011904121345079,0.0645583929098717,0.0061366773040895,0.0596998338100906,0.0169063807363223,0.0021314609429254,0.0158463675488809,0.0435320235740564,0.0120798535889455,0.0349062735286256,0.002344859846454,0.048838282513263,0.0094664678357133,0.1233890297062043,0.0159180603792875,0.0181789103266027,0.0616591951752532,0.1278200571642929,0.0308425320395076,0.0459259579952487,0.0306921360546565,0.0007070298463153,0.0099429825934714,0.0112015303003356,0.3741559002728605,0.0077486484754395,0.0934900164905479,0.2031612048460755,0.0,0.161568357984563,0.0201235853712741,0.0368640755594597,0.0590433640983284,0.012928168472255,0.0065524795910757,0.0044727225212086,0.0042028494012906,0.0019080534485183,0.0004466390705446,0.0003788385834775,0.0001358365203149,0.0039824561651419,0.0037442814064764,0.0001145302307679,0.0,0.0004508850463576,0.0032087811641784,0.0013401655393623,0.0016101696429874,0.0005672340605775,0.0021251036256217,0.0003860564863667,0.003922060774514,0.0012900874176093,0.0003336980604775,0.005003087803899,0.0022504485374761,0.0006063980713038,0.0011934262647697,0.0005131061995969,0.0015681717296057,0.0036554154516,0.0061479350160663,0.0079764741616256,0.0030593568702355,0.0114193767135443,0.0219577888515738,0.0043230206323277,0.0015082819415182,0.0032065539125169,0.000677044176238,0.0001647796035343,5.525701657280094e-05,0.0025026961204503,0.006927952463564,0.0987157032130593,0.0987157032130593,0.0,0.0,0.027906462491840915,0.0
L.PA,0.0003474639574637,0.0011830469782326,0.0053437000769697,0.0006416866063506,0.0003667287441859,0.0051983535257924,0.006491678315704,0.0057522047157961,0.0029698707351151,0.003550673786239,0.0066929127868009,0.0014977855897638,0.0167541410657263,0.0038567112795568,0.0018109803786238,0.0104398231584808,0.0081134550160731,0.0029952774103196,0.0062344910085467,0.0005182079054557,0.0173680089305497,0.0057300799473542,0.0549853859937033,0.0074077185863412,0.0038057360941159,0.0174968201637258,0.0559645126849049,0.0169077178944033,0.0066614141308937,0.0114418215746649,6.13561212684181e-05,0.0019827363391428,0.0016495446814102,0.044883912886607,0.0331883155084745,0.1062840709425052,0.1066534582486,0.161568357984563,0.0,0.0286184046788654,0.032301375986697,0.0065770823829712,0.0140046399190864,0.004552516024946,0.0031394935386124,0.0123658347212607,0.0019090501738798,0.0001663629874491,0.000154723719119,0.0001005515155823,0.0017114366102248,0.0016005458617823,4.7199148753625655e-05,0.0,0.0001765149108925,0.0011714759409177,0.0002012082164221,0.001187065040585,0.0005857354322535,0.001030817616154,0.0001161040737825,0.0009653393697345,0.0002009913899583,0.0015904237559153,0.0040717405002638,0.0006467972955011,0.0001368543587655,0.0003356937235308,6.463815476026922e-05,0.0011482651609434,0.0028140532739808,0.0039171412907987,0.002514263540551,0.0004964409950018,0.0034399515188711,0.0098437953433515,0.0024822940620342,0.0002735287185802,0.0012804723807209,0.0,0.0,6.69984105547566e-05,0.0019634857786813,0.0430585986214691,0.0669619805503768,0.0669619805503768,0.0,0.0,0.018112323660628767,0.0
L.HI,0.0004797707284794,0.0,0.0001567595372328,0.0018811766201518,0.1020612855965121,0.039292060137618,0.0047476331713055,0.012975941371285,0.0899865233107663,0.0085150434255013,0.0002904211450565,0.096922539502471,0.0059444065070058,0.0056501474886415,0.5672700292937237,0.0009887572614722,0.0001701492403224,0.0001185440531225,0.0005386704426792,0.0021514594683301,0.0021655003333385,0.0006943706394504,0.0031734273237512,0.0074770688016615,0.0032788080447691,0.0002837648517838,0.0011760910318949,0.0065377611827444,0.0082428138444239,0.002023087913151,0.0,0.0037427496267024,0.0022496924962604,0.014472309744495,0.0048527651156113,0.1156071559959694,0.0014666321931492,0.0201235853712741,0.0286184046788654,0.0,0.0338768537973873,0.0005650450938152,0.0030073810833292,0.0005348140976815,0.0008593569021437,0.0012821851298295,0.0018583015748636,0.0001505270626998,0.0,0.0001929583429632,0.0001003067616179,6.169791361145265e-05,0.0005229190644278,0.0,0.0004776536262402,0.0016467264515392,0.0009241175750988,0.0028814782840766,0.0009317952823966,0.0,0.0006816167658537,0.0008914048731222,0.0006737414750198,0.0014425884111107,0.0004934252015094,0.0,0.0,0.0001039080151672,0.00028215684257,0.0005961092368464,5.203919496928575e-05,0.0005304628497109,0.005393736347301,0.0001449812759086,0.0,0.0003710859773968,0.0031659746459189,0.0004651808851373,0.0013064980666396,0.0,0.0,0.0001668065687064,0.0011463147872946,0.0032266129294019,0.0173876356667088,0.0173876356667088,0.0,0.0,0.026201248884027712,0.0
L.AM,6.53351437776015e-05,0.0,0.0001905583629876,7.332882505428584e-05,0.1197301336871069,0.021147596252081,0.0007896950705195,0.0102475727829067,0.0002887641205989,0.0013060167526606,0.0013655466152632,0.0008578916950425,0.0002261058746387,0.0043601813961617,0.002090572134762,0.0,5.035324003986295e-05,6.124629410043505e-05,0.0001504023394165,0.0003909103171013,3.524468673461462e-05,0.0,0.0002423404967743,0.0008116130494523,0.0002600240250119,0.0003510228472432,0.0003450853621398,0.0011683085865128,0.007557204162917,0.0002345062046554,0.0,0.042052315091866,0.0,0.0541204437236102,0.0013644279365571,0.0159770879089636,0.0007061540170144,0.0368640755594597,0.032301375986697,0.0338768537973873,0.0,0.0005791348781152,0.0009419416388062,0.0001699959884799,0.0005566596888804,0.0003513157800384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001652112650026,0.0,0.0,7.451938457723694e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8249607754411295e-05,0.0,7.426132042332408e-05,0.0,0.0003901529325558,0.0,0.0001238444197158,0.0,0.000235174371826,0.0001023004368328,0.0001935512257319,0.0,0.0,0.0,4.393825007581624e-05,0.0015417892393619,0.0246894605848249,0.0246894605848249,0.0,0.0,0.026785439193710688,0.0
L.AC,0.0,8.837802925263681e-05,0.0,0.0,0.0,0.0004756610191716,0.0001297399357205,0.0003566567905048,0.0002020107962304,0.0001848204329649,0.0320463515672378,0.0001131043930059,0.0998880742930748,0.0002251318989837,0.0,0.0,0.0001289433085649,0.0007287720409493,0.0005757504474089,0.0,9.678584353532329e-05,0.0,5.9828708221406654e-05,0.0,0.0286024983668936,0.0062715884620804,0.0036150150325272,0.0001844520564511,0.000596394106042,0.0,0.0001411715962327,0.0001857041774112,0.0,0.020918201000897,7.795796125056566e-05,0.0127936058775686,0.0335139944042385,0.0590433640983284,0.0065770823829712,0.0005650450938152,0.0005791348781152,0.0,0.0012325927575785,0.0014522257088928,9.79537112851717e-05,0.0002171338075299,0.0,0.0,0.0001516528816925,0.0,0.0003482789241486,0.0,0.0,0.0,0.0,0.0,0.0001096166816013,0.0,3.7135584547296224e-05,0.0007416666527826,6.182904577272356e-05,0.0034931965894955,0.000141271122125,0.0,0.0,0.0001391273995067,0.000164355973078,6.90577097836232e-05,9.848632887570192e-05,0.0,0.0001033079812494,7.136387754450476e-05,3.553248880658906e-05,0.000853677792586,0.0013740880238749,0.0013660623814875,0.0,9.32142192789951e-05,0.0,0.0002237208161243,0.0,0.0,0.0002144327406387,0.0,0.0748082778679902,0.0748082778679902,0.0,0.0,0.034354129319426885,0.0
R.TH,0.0003186384463784,0.0019938265005996,0.0014983980793542,0.0008280543271261,0.0,0.0011500800646706,0.0055290332962117,0.0023133211622156,0.0077356161198001,0.002781337713355,0.0004502206050263,0.0015318477805751,0.0043249016669857,0.0018898534479936,0.0005542137424042,0.0071602835710657,0.0026317387086908,8.088151759158639e-05,0.0011642965057798,0.0008810340448556,0.0043317595864567,0.0049901186463142,0.0108050960916323,0.0161553226621807,0.0037775800138726,0.0036868112812237,0.0227959329613727,0.0132641889870093,0.0048531528328154,0.0081703184088632,0.0,0.0002261947154469,0.001907002352698,0.0114710765348884,0.0317600799063618,0.091251262877257,0.0125328081380451,0.012928168472255,0.0140046399190864,0.0030073810833292,0.0009419416388062,0.0012325927575785,0.0,0.2885676835930532,0.0722842811313556,0.0988442399089761,0.0970657210948324,0.0126081953136696,0.0108599391707242,0.0024860687282354,0.0092094322161977,0.0218663012492015,0.0020727282542245,0.0005208388621183,0.007009408828545,0.0341678915742694,0.013816799126756,0.013260184267434,0.0163615200561506,0.0034573771169256,0.0040404305242593,0.011275370944904,0.0096772672422044,0.0047817194479113,0.0470664488468262,0.00674808705281,0.0004544883239538,0.0056214189851578,0.0026930568148123,0.0403831633679236,0.0334772206062852,0.0950082986389012,0.0352829434057232,0.0025967914047577,0.0212416258290951,0.086247068879291,0.0504145293784501,0.0112583834660771,0.026018237024678,0.0,0.001541361387012,0.0023493607743133,0.0904061741796799,0.1063766491403871,0.0,0.0,0.0201335391408261,0.0201335391408261,0.0,0.017639703017429568
R.CA,0.0,0.0021561500482863,0.0024844965652883,0.0,0.0,7.959625874938736e-05,0.000496548139131,4.8698493087522026e-05,0.0012436525619545,0.0001870053099941,0.0039976287239478,0.0001996789277825,0.0034634842743584,0.0001340885151356,0.0001212119567858,0.0047092744578242,0.0029539613979357,0.0003598641153076,0.0026869630327442,0.0001183897838255,0.0014705174070645,0.0022481815145627,0.0069181332984802,0.0017655755201835,0.0050621701276717,0.0142303414550779,0.0333858610656062,0.0018358055332399,0.0006473664545587,0.0007349345935371,9.738650023681115e-05,6.618097808114771e-05,6.43520001682313e-05,0.002501578281778,0.003574839126951,0.0155521006678733,0.0114158297507954,0.0065524795910757,0.004552516024946,0.0005348140976815,0.0001699959884799,0.0014522257088928,0.2885676835930532,0.0,0.1711624314710849,0.0955799113807059,0.0052903451465898,0.0010731916582572,0.0268112320952728,0.0001759340130878,0.0180597728041362,0.0192293018401652,0.0001864870671187,0.0001599268518085,0.000773950586338,0.001853782403427,0.0015858947104617,0.0013630136311546,0.0005686334427085,0.0550343404436188,0.0003416326352432,0.0558807376675239,0.0024578550984402,0.0004815667857602,0.0208024483689828,0.015081628211151,0.0112786457584508,0.0224207243338037,0.0003702800845244,0.0093862359719628,0.0151757291946527,0.0444641852704741,0.004519492749466,0.0233672493088639,0.0860520398930227,0.1139675902888175,0.0045542954155233,0.0032638621792023,0.0051304473845698,0.005366154468128,0.0008822095815341,0.0003054360454638,0.0448134307765328,0.0087083151191484,0.0,0.0,0.0628000057089887,0.0628000057089887,0.0,0.0034630482076152764
R.PU,0.0002703960517748,0.0018739523735597,0.0020561433669919,0.0005322153736923,0.0,0.0004013614011762,0.0017761898206388,0.0010470249770226,0.002130113840221,0.0014352694869242,0.0021844849108799,0.0001894083133669,0.0022858651161119,0.0005254050066476,0.000146126567752,0.0017712867284437,0.0028001383253208,0.0001325181879519,0.0011649236054395,0.0004384743953338,0.0006842405460213,0.0015351218771966,0.0043344634703576,0.0051157220821686,0.0025374832314003,0.0069723524280389,0.0186253347504263,0.0040219213189068,0.0015546999729631,0.0019435495950037,5.011346110282714e-05,8.317650421391042e-05,0.000240821408027,0.0018938907043925,0.0032176838741924,0.011205802606861,0.0045382277464699,0.0044727225212086,0.0031394935386124,0.0008593569021437,0.0005566596888804,9.79537112851717e-05,0.0722842811313556,0.1711624314710849,0.0,0.0946072200249404,0.0157691279395744,0.0275360373014437,0.0490219838583677,0.0043071949110915,0.0115238897738652,0.0186575888591636,0.0011824913538563,0.0002209263063436,0.0104899607705532,0.0225181024192198,0.0220690198770399,0.0045259480719114,0.0126594475998044,0.0978094619248551,0.0049257628116817,0.0319601425702403,0.0244907085092377,0.0033372114655954,0.012503015034837,0.024957702965635,0.0125720462799373,0.0335289554664497,0.0016062764089224,0.0506553765740642,0.0114005773706812,0.089625104032332,0.0118406006361305,0.0114947996919854,0.0732723833620469,0.0858302329633927,0.021787981939478,0.0385263607119458,0.0363393530910766,0.0023915278132782,0.0095155692227349,0.0069262000771744,0.2920682503560341,0.0057989274749063,0.0,0.0,0.1,0.1,0.0,0.019970775369756888
R.PA,0.0002527224591086,0.0006708100831918,0.0013482273321666,0.0003842124964718,0.0,0.0005641762092758,0.0008680372240913,0.0005347080941153,0.0012264971795762,0.001038405387341,0.0007201679810291,0.0002670514538746,0.0007345793678961,0.0003429401079083,0.0006792969982364,0.0037646339572152,0.0011009872698905,0.0,0.0007833554916865,0.0001656102484349,0.0013089279909208,0.0019004576644233,0.006019137753882,0.002743602893284,0.0007210945346078,0.0033667211443211,0.0113435552694504,0.001762286302955,0.0006878743544983,0.0009718824938084,0.0,0.0,0.0001241826201905,0.0013338285747722,0.0234773941435662,0.0192444494586595,0.0046160961282619,0.0042028494012906,0.0123658347212607,0.0012821851298295,0.0003513157800384,0.0002171338075299,0.0988442399089761,0.0955799113807059,0.0946072200249404,0.0,0.0563111466600809,0.0297463034991197,0.009761799072039,0.0010347121573403,0.0043280010510756,0.0139568934702562,0.0006100524243988,0.0002250096523515,0.0031112121847189,0.0110089972208252,0.0072961735783556,0.0017744632037321,0.0038818858212174,0.005908974192221,0.0018962345107334,0.0083125809156181,0.0059701849116173,0.0053681853112144,0.015042431104182,0.0060116234059877,0.002291226852238,0.0078750611932678,0.0005433665063901,0.0273479535691872,0.0115106471382318,0.0830945850591422,0.0060341635131736,0.0018426424337636,0.0248698905542632,0.0480093789156609,0.0128965601322027,0.0085431035898248,0.0177737674086055,5.198157300069553e-05,0.0017206752432082,0.0010994679023389,0.0465234921537859,0.0449230847165265,0.0,0.0,0.0584881017082388,0.0584881017082388,0.0,0.010716304701114673
