,L.BSTS,L.CACG,L.CMFG,L.CU,L.EC,L.FG,L.IPG,L.ITG,L.ICG,L.LOG,L.LOFG,L.LG,L.MOFG,L.MTG,L.PHIG,L.PaCG,L.POP,L.POR,L.PTR,L.PCAL,L.PoCG,L.PCG,L.PrCG,L.PCU,L.RACG,L.RMFG,L.SFG,L.SPG,L.STG,L.SMG,L.FP,L.TP,L.TTG,L.IN,L.CER,L.TH,L.CA,L.PU,L.PA,L.HI,L.AM,L.AC,R.TH,R.CA,R.PU,R.PA,R.HI,R.AM,R.AC,R.BSTS,R.CACG,R.CMFG,R.CU,R.EC,R.FG,R.IPG,R.ITG,R.ICG,R.LOG,R.LOFG,R.LG,R.MOFG,R.MTG,R.PHIG,R.PaCG,R.POP,R.POR,R.PTR,R.PCAL,R.PoCG,R.PCG,R.PrCG,R.PCU,R.RACG,R.RMFG,R.SFG,R.SPG,R.STG,R.SMG,R.FP,R.TP,R.TTG,R.IN,R.CER,L.VTA,L.SN,R.VTA,R.SN,L.RN,R.RN
L.LOFG,0.0,0.0004841356813105,0.0005619673261104,0.0001184492415574,0.0005650698603267,0.0016235631732996,0.0003910251663675,0.0021830016068451,0.00021765471534,0.0002053960307621,0.0,0.0008318082242176,0.3286855908764248,0.0025091451245386,5.429819773312977e-05,0.0,0.011666764581927,0.1313901019435878,0.1201736211611206,0.0003020771814735,0.0002154347886277,0.0,0.0006505920446637,0.0,0.0675657136012935,0.2345905187282967,0.0233641128763901,0.0,0.0066175442403727,0.0002082509324503,0.107603609182167,0.0035785017029623,7.660566626871087e-05,0.1172831998309279,0.0,0.0058284922482578,0.0423290685804322,0.0645583929098717,0.0066929127868009,0.0002904211450565,0.0013655466152632,0.0320463515672378,0.0004502206050263,0.0039976287239478,0.0021844849108799,0.0007201679810291,4.048254323198354e-05,0.0,0.0018718384685178,0.0,0.000147962063168,7.647730042539916e-05,0.0,0.0,0.0001150718063043,0.0001399008533181,5.6003955009305095e-05,0.0001517411866171,0.0001379665272101,0.0135209269811275,0.0,0.0175216480538828,0.0001574523622898,0.0,0.0,0.000138687229076,0.0008124310033261,0.0006242899279054,0.0,0.0,5.201930572249265e-05,0.0002491167084821,6.783097087710062e-05,0.0093897212936163,0.0077171495352967,0.0058189095888762,0.0,5.5701503038818826e-05,0.0,0.0033038128217691,0.0003076428068199,0.0,0.0011413443330847,0.0003642447282503,0.02630384840518,0.02630384840518,0.0,0.0,0.08759911879056333,0.0
L.LG,7.223389902601902e-05,0.0,0.0,0.0633381319741177,0.0001416732701671,0.1386578227070276,0.0021764222563168,0.0270092381791696,0.0393718958023584,0.163040331678802,0.0008318082242176,0.0,0.0006277584959553,0.0052243123620445,0.0285766338262376,0.0,0.0001105243452837,0.0002531156854131,0.0005244970243317,0.3495832739902035,8.349737899300459e-05,0.0,0.0002952472981281,0.024024411957929,0.0004481728200529,0.0005482710016588,0.0004522704104258,0.0159970887154944,0.0040659110608775,0.0004348906267968,0.0,0.0010364779824592,0.0001921378472631,0.0038746133251881,7.578721996129489e-05,0.0092114718651549,0.0002584169934235,0.0061366773040895,0.0014977855897638,0.096922539502471,0.0008578916950425,0.0001131043930059,0.0015318477805751,0.0001996789277825,0.0001894083133669,0.0002670514538746,0.0013926101592293,0.0001819475176226,7.53206862308088e-05,6.654562332444351e-05,0.0,0.0001216687033992,0.0026841529859604,0.0,0.0009564111998191,0.0018373221507673,0.0011670489251638,0.0061778599973277,0.0032654365979296,0.0,0.0027699292967932,0.0005659947772881,0.0005318258315873,0.0007198235599598,0.0,0.0,0.0,0.0,0.0018172002598925,0.0001832825412214,3.199842709281198e-05,0.0001704670663584,0.006946366448197,0.0,0.0001110646100778,0.0001823832308053,0.0029838796335815,0.0003701296931417,0.0002518962062808,0.0,0.0,0.0,0.0004346187165698,0.0,0.0214838572841824,0.0214838572841824,0.0,0.0,0.07898801025286716,0.0
L.MOFG,0.0,0.0003876918437475,0.0001025945138119,0.0,0.000103931811295,0.0010443003348745,0.0005388734266907,0.0009522886999116,0.0042804108593809,0.0008841214838107,0.3286855908764248,0.0006277584959553,0.0,0.000423914308014,0.0002227746484822,3.045145067415971e-05,0.0001124665756745,0.0011229869421031,0.0016725536505235,0.0001203926595821,8.443970130830109e-05,0.0002511925838937,0.0003868687446671,0.0005770615372881,0.1847322145747316,0.1771840659464131,0.1793335746446122,0.0014441722729757,0.0019291295833077,0.0002238230938513,0.2285413347639754,0.0009258059813335,6.319567926127804e-05,0.0565193869183095,0.0003680416082743,0.0281422194732176,0.0547174879632539,0.0596998338100906,0.0167541410657263,0.0059444065070058,0.0002261058746387,0.0998880742930748,0.0043249016669857,0.0034634842743584,0.0022858651161119,0.0007345793678961,0.0016598933682706,0.0001187105101503,0.00267165866106,0.0001131950225066,0.0003522570161032,7.923038785343555e-05,3.5253289838634494e-05,0.0,0.0001701204112339,0.000657960014871,0.0001530719159056,0.0011889819722015,0.0005284192069727,0.0068147461114646,8.341890463550436e-05,0.0101988803148886,0.0004245721630464,0.0,0.0002089957563191,6.110067859906348e-05,0.0008262354404804,0.0005732671483985,0.0001531215322079,0.0002862216390401,4.6250739814651726e-05,0.0005160895359242,0.0007364634694014,0.00596295500566,0.00553630812949,0.0031437607361396,0.0004955269333039,0.0008986202341852,0.0002996300292593,0.0023124660585744,5.5781183134382435e-05,0.0,0.0029485087498838,0.0006017039918106,0.0345427449940653,0.0345427449940653,0.0,0.0,0.07463902443357201,0.0
L.MTG,0.2651516269741473,0.0003436113346844,0.0008153410974025,0.0007811129492387,0.0021438798204864,0.0134209083655609,0.1546469128006161,0.4677337570443483,0.0035412676534273,0.0263648668304624,0.0025091451245386,0.0052243123620445,0.000423914308014,0.0,0.0018146764328757,0.0002435763819101,0.0034679279622471,0.0005226377798588,0.0025232672465163,0.0025681013907503,0.0044143730001326,0.000550070134839,0.0073944661961783,0.0057181798304481,0.0006861580424881,0.0031479852150551,0.0032066812210764,0.0109671494779553,0.2831000762441027,0.030994718224939,0.0,0.0200582883367852,0.0033681793740733,0.0196069620120213,0.0003143719042224,0.0095444047055998,0.0011322280499272,0.0169063807363223,0.0038567112795568,0.0056501474886415,0.0043601813961617,0.0002251318989837,0.0018898534479936,0.0001340885151356,0.0005254050066476,0.0003429401079083,0.0005227651644559,8.588877034787318e-05,0.0,0.0,0.0001282053280742,3.4481932490720644e-05,0.0001425858871518,0.0,4.407722858658678e-05,0.0009748117384813,0.0007446781845522,0.0017210757835995,0.0001527649559955,0.0,0.0002048796852042,0.0,0.0004568938365652,6.785562152195194e-05,0.00022512594271,6.259483789720373e-05,0.0001019634602003,3.968663662259909e-05,5.610146771736754e-05,7.319193576532474e-05,0.0001431854032903,0.0001550191285654,0.0027160428531775,0.0001711875183867,0.0003394789408452,0.0002521819263727,0.0014813062498722,0.0004225449516575,0.0004769255414916,0.0,0.0,0.0,0.0002822578946443,0.0,0.0178090769814714,0.0178090769814714,0.0,0.0,0.1,0.0
L.PHIG,0.0,0.0,0.0,0.0010392329617735,0.0296477618981974,0.0318910948068905,9.535637769657736e-05,0.0081521632234135,0.0517557980052029,0.0009367671686467,5.429819773312977e-05,0.0285766338262376,0.0002227746484822,0.0018146764328757,0.0,0.0,0.0,0.0001185463342486,0.0,0.0006569882587878,0.000275671289773,0.000359476179043,0.0,0.0037649610055181,0.0,0.0001543870321534,0.0002625319674254,0.0005339965819287,0.001488595186303,0.0002048910763512,0.0,0.0008275993836885,0.0001981030896879,0.0010788510089182,0.0134369375053088,0.0065771451791131,7.132212931666474e-05,0.0021314609429254,0.0018109803786238,0.5672700292937237,0.002090572134762,0.0,0.0005542137424042,0.0001212119567858,0.000146126567752,0.0006792969982364,0.0004902392215291,0.0,0.0,0.0001476406344012,0.0,6.42216283823156e-05,0.000231163257856,0.0,4.789690176714816e-05,0.0,0.0,0.0006723786144413,0.000622358201557,0.0,6.505403662958847e-05,0.0,0.0,0.0005916107403779,0.0,0.0,0.0,0.0,5.9518598184842306e-05,0.0,9.448198948802272e-05,0.0001196021552586,0.0009244865707753,0.0,0.0,0.0,0.0003430177349904,0.0001268751889819,7.346777821921115e-05,0.0,0.0,0.0,8.270500631860477e-05,0.0047202357827291,0.0216861193954719,0.0216861193954719,0.0,0.0,0.049772725543450316,0.0
L.PaCG,5.295638868950774e-05,0.002043389015445,0.0014362428072082,4.237913299732463e-05,0.0,0.0,0.0009663347481454,0.0004658365097353,0.0007834137328179,0.0002499825442784,0.0,0.0,3.045145067415971e-05,0.0002435763819101,0.0,0.0,0.0019476489306191,0.0,5.571610224564035e-05,7.450877553061322e-05,0.1603552187913713,0.0554681385775885,0.3293664870417957,0.054487966793911,0.0005256501082122,0.0011728893664573,0.1762199013059107,0.0408351460559359,0.0003482192093374,0.0023490870102187,0.0,0.0001557040312354,0.000247078529584,0.002588364715062,0.0005840201449395,0.0351255980409188,0.0138672822244232,0.0158463675488809,0.0104398231584808,0.0009887572614722,0.0,0.0,0.0071602835710657,0.0047092744578242,0.0017712867284437,0.0037646339572152,0.0008235863506759,0.0,0.0,0.0001292297600654,0.0004689348148163,0.0007319291773578,0.0,0.0,3.322161396017482e-05,0.000550041251438,5.4858547299117595e-05,0.0010858599244514,0.0,0.0,0.0,0.0,0.0001191707327654,0.0,0.0109869346909166,0.0003399057178071,0.0,0.0,0.0,0.0016707403037554,0.0081624091690801,0.0080395860420914,0.0028443662059903,7.61434594360798e-05,0.0003742743181616,0.0052305498659173,0.00094669759837,0.0002594651201591,0.0005195942362867,0.0,0.0,6.73658818597896e-05,0.0004207061721442,0.001085331496167,0.0164828979454237,0.0164828979454237,0.0,0.0,0.06270641666317267,0.0
L.POP,0.0006346778465133,0.0023053635408349,0.0440198527189114,0.0,0.0001668748069632,0.0003542340065103,0.0016024991864117,0.0023038135663649,0.0011326210970004,0.0002786846210976,0.011666764581927,0.0001105243452837,0.0001124665756745,0.0034679279622471,0.0,0.0019476489306191,0.0,0.0027739153545849,0.1073507091066171,7.180740811007605e-05,0.0104591595037656,0.0020436032059409,0.2090198796274001,0.0021251477165298,0.0009475966589484,0.1012851515887205,0.0896989380869806,0.0040203010821331,0.0049666794025123,0.0090973155399158,0.0,0.0002075502139728,0.0003632733559756,0.0521407478702442,0.0003775255854182,0.0116808489603204,0.0102220434808824,0.0435320235740564,0.0081134550160731,0.0001701492403224,5.035324003986295e-05,0.0001289433085649,0.0026317387086908,0.0029539613979357,0.0028001383253208,0.0011009872698905,0.0,0.0,0.0001900273964979,0.0,0.0026291324968148,0.0030290301862946,0.0,0.0,0.0,0.0002636854894268,5.882517569000992e-05,0.0001595930759942,0.0,0.0,0.0,0.0008855796483879,0.0,0.0,0.000407877839696,0.0009308260717604,5.769359232794844e-05,0.0008035819721915,0.0,0.0001664766925314,0.0010191651209135,0.0013383062007477,0.0009595415764463,0.0005375092843367,0.0045559501009214,0.0126666280705012,0.0002431162534368,0.0,9.414762709845984e-05,4.672357379808163e-05,0.0,0.0,0.0012073129274666,0.0007090064818806,0.0214759171651025,0.0214759171651025,0.0,0.0,0.09399964744745944,0.0
L.POR,0.0,0.000400215971741,0.0004906204049363,0.0,0.0001579052346097,0.0001234210608221,0.0001366093694468,0.0006462563210233,0.0,0.0001364200830542,0.1313901019435878,0.0002531156854131,0.0011229869421031,0.0005226377798588,0.0001185463342486,0.0,0.0027739153545849,0.0,0.2207755633343556,0.0,6.919023958721389e-05,0.0,0.0,4.790124676917832e-05,0.0054184651714117,0.1074795338943891,0.0061402902348318,6.206664496707428e-05,0.0022914594257133,0.0,0.0001016645530273,0.000781612957589,0.0,0.0085259653267545,0.0001532936268758,0.0021232974155194,0.005421150433358,0.0120798535889455,0.0029952774103196,0.0001185440531225,6.124629410043505e-05,0.0007287720409493,8.088151759158639e-05,0.0003598641153076,0.0001325181879519,0.0,0.0,0.0,5.082907931636377e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002456484590658,0.0,0.0006952502778697,0.0,0.0,0.0,0.0,0.0002090430154578,6.86914695624988e-05,0.0,0.0,0.0,0.0,0.0,0.0003544060577282,0.0018152792113865,0.0012915510749932,0.0,0.0,0.0,0.0003569801600393,0.0,0.0,0.0001940451076293,6.144490414323487e-05,0.020987164521354,0.020987164521354,0.0,0.0,0.09377564414618725,0.0
L.PTR,0.0,0.0019041954596615,0.0027300720102159,0.0001465782669214,0.0003087757154076,0.0010008842834365,0.0004774755608153,0.0021004971875452,9.162181948495236e-05,0.0006439228014746,0.1201736211611206,0.0005244970243317,0.0016725536505235,0.0025232672465163,0.0,5.571610224564035e-05,0.1073507091066171,0.2207755633343556,0.0,0.000132896851258,0.0002801953710619,0.0003597557835445,0.0036826043995664,0.000286820047203,0.004742640539481,0.1867704395987143,0.0355839904994614,0.0005346905765155,0.0060677522254928,0.0004612942482338,6.581386885961726e-05,0.0010814511667581,4.3908964762132874e-05,0.0457185341882473,0.0002964145105069,0.0070297255692254,0.0115283090609467,0.0349062735286256,0.0062344910085467,0.0005386704426792,0.0001504023394165,0.0005757504474089,0.0011642965057798,0.0026869630327442,0.0011649236054395,0.0007833554916865,0.0,0.0,0.0001325357562435,0.0,0.0020360585987282,0.0007104179847568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005049790253745,0.0,0.0010504978647286,0.0,0.0,0.0001625851059464,0.0002571675880897,0.0003758330876399,0.0006610035222347,0.0,0.0001188599709785,3.1590373468817084e-05,0.0001499724340532,0.0001472417776981,0.0011878504721186,0.0066262269412089,0.0058917387278345,0.0,5.026387058977209e-05,4.500708436689176e-05,0.0001722553460856,0.0,0.0,0.0011100594458461,9.83918685315657e-05,0.0184018359820932,0.0184018359820932,0.0,0.0,0.09119464691914,0.0
L.PCAL,0.0001093486963594,0.0,0.0,0.4449081768994183,0.0,0.0124202250583828,0.0019113750758411,0.0067728828931458,0.014221150921267,0.1280218102946622,0.0003020771814735,0.3495832739902035,0.0001203926595821,0.0025681013907503,0.0006569882587878,7.450877553061322e-05,7.180740811007605e-05,0.0,0.000132896851258,0.0,0.0,0.0,0.0001124773367962,0.0430989226499749,2.6412682576643747e-05,0.0002517347351429,0.0,0.0279400344424056,0.0018077350042761,0.0006949953240131,0.0,0.0001995999030581,7.766883757380711e-05,0.0017018134771493,5.1265368211884795e-05,0.002829618112243,0.0001073823149989,0.002344859846454,0.0005182079054557,0.0021514594683301,0.0003909103171013,0.0,0.0008810340448556,0.0001183897838255,0.0004384743953338,0.0001656102484349,0.0005657720705882,0.0,0.0,7.515373314863396e-05,0.0,0.0,0.0010767002419654,0.0,0.0005369048384313,0.001513255053421,0.0008221643962594,0.0038687403615544,0.002569540799402,0.0,0.0013768674438257,7.917917838367481e-05,0.0005226309781202,0.0001725380210552,0.0,0.0,0.0,0.0,0.0007393014726525,7.901423124410393e-05,0.0002440036042347,0.0,0.0056559098140401,0.0,0.0,0.0,0.002954536149373,0.0005068288592972,6.611381883310115e-05,0.0,0.0,0.0,0.0004326142802332,4.9207886642200853e-05,0.0171281798200732,0.0171281798200732,0.0,0.0,0.09069191253577061,0.0
L.PoCG,0.0019932601006183,0.00028800481339,0.0069673824083291,0.0,0.0001223457560989,0.0003521820793015,0.0165475487907302,0.005094296565766,0.0018499366240259,0.0012291840636566,0.0002154347886277,8.349737899300459e-05,8.443970130830109e-05,0.0044143730001326,0.000275671289773,0.1603552187913713,0.0104591595037656,6.919023958721389e-05,0.0002801953710619,0.0,0.0,0.0044535171885975,0.5158475094661066,0.0144631341104203,0.0001515867217949,0.0035152443500181,0.0178537835792135,0.143283582702759,0.004904732882368,0.2076223121738859,0.0,3.951417625035096e-05,0.0020521842880421,0.0401890665909784,0.0012634001435773,0.0354728233111272,0.005159942963764,0.048838282513263,0.0173680089305497,0.0021655003333385,3.524468673461462e-05,9.678584353532329e-05,0.0043317595864567,0.0014705174070645,0.0006842405460213,0.0013089279909208,0.0009310952174799,9.523975784208715e-05,0.0002017476701491,6.756407188572649e-05,0.0,0.0001479588116582,0.0,0.0,0.0,0.0001911979979782,0.0,0.0002748073078443,0.0,0.0,0.0,4.69375216980481e-05,6.359931546654213e-05,6.82687081066317e-05,0.002214933859557,7.545898764542956e-05,0.0,0.0,0.0,0.0011698298151736,0.002333592845225,0.0020661463908366,0.0022984370499902,0.0,9.317729400340867e-05,0.001110375758373,0.0017536536855089,0.0004114601743823,0.0011078702238148,0.0,0.0,0.00010991530997,0.0006917751995585,0.0010065023656302,0.0098637107424958,0.0098637107424958,0.0,0.0,0.0677475677965635,0.0
L.PCG,0.0003223305865077,0.0504493571079275,0.0015568871401705,0.0001205664125925,0.0,0.0001183168457247,0.0028118306569881,0.0008989472281755,0.0761686762853873,0.0001985419457554,0.0,0.0,0.0002511925838937,0.000550070134839,0.000359476179043,0.0554681385775885,0.0020436032059409,0.0,0.0003597557835445,0.0,0.0044535171885975,0.0,0.0128092739476477,0.1751501976885535,0.0103835175010138,0.0028117613288599,0.1033758025237152,0.0094220896396986,0.0012070826930507,0.0056282911055437,0.0,0.0,0.0008159507373957,0.0043213256578982,0.0006704629030462,0.0287476326122195,0.0085992010203111,0.0094664678357133,0.0057300799473542,0.0006943706394504,0.0,0.0,0.0049901186463142,0.0022481815145627,0.0015351218771966,0.0019004576644233,0.0,0.0,0.0002323466951964,5.09670983058526e-05,0.0005490949968959,0.0014129160193005,7.046532388299228e-05,0.0,0.0,0.0006363331076242,7.710399455155294e-05,0.0014194690354957,0.0,0.0,0.0,0.0,0.0002111302602914,0.0003508269383434,0.0051647773868229,0.0003576845645267,0.0,0.0001572824111562,0.0,0.0005270928190654,0.0083869654747824,0.0046835075421222,0.0027151595721981,0.0,0.0006693178574195,0.0080641297347177,0.001516168163653,0.0004558683147027,0.0015967488151999,0.0,0.0,7.039219025715416e-05,0.0005982088251066,0.000452718952227,0.0294336548483689,0.0294336548483689,0.0,0.0,0.08182609959128548,0.0
L.PrCG,0.0040368889275879,0.0028767427279181,0.2060748179178923,0.0,0.0,0.000611502116222,0.0212718305886581,0.0087616817647401,0.0024244889552292,0.0019664406769703,0.0006505920446637,0.0002952472981281,0.0003868687446671,0.0073944661961783,0.0,0.3293664870417957,0.2090198796274001,0.0,0.0036826043995664,0.0001124773367962,0.5158475094661066,0.0128092739476477,0.0,0.0169189592908974,0.0005802105702678,0.047450977130804,0.3097332767276775,0.0605826748109405,0.0102304370435584,0.075206226689603,0.0,0.0,0.0014648203128193,0.0634226989296729,0.0041096734832045,0.1042218668082189,0.0490955122095359,0.1233890297062043,0.0549853859937033,0.0031734273237512,0.0002423404967743,5.9828708221406654e-05,0.0108050960916323,0.0069181332984802,0.0043344634703576,0.006019137753882,0.0003115640082146,0.0,0.0,4.6164448074332304e-05,0.0015075552435495,0.0040656699820607,0.0,0.0,0.0,0.0006426526451353,0.0,0.0012322962727441,0.0,0.0003136656205215,0.0001043688315992,0.0005406454524895,0.0002856153374568,0.0001253448213335,0.0099586874222677,0.0004934378237403,0.0,0.0002641489997601,9.4062450575328e-05,0.0032966761740387,0.008978429039079,0.0095119011032251,0.0036968844985762,0.0,0.0016790908943614,0.0185605395347051,0.0023061697288054,0.0008315598240723,0.0014701689523851,0.0,0.0,0.0001601130713539,0.0012864685414559,0.0042173227044365,0.0117575233441315,0.0117575233441315,0.0,0.0,0.07498981803176036,0.0
L.PCU,0.0019735505305216,0.0053702076598219,0.0011335755165255,0.0732794852063111,0.0,0.006672424040163,0.0541882137286776,0.0100247747800385,0.2683291713647434,0.0292739475365195,0.0,0.024024411957929,0.0005770615372881,0.0057181798304481,0.0037649610055181,0.054487966793911,0.0021251477165298,4.790124676917832e-05,0.000286820047203,0.0430989226499749,0.0144631341104203,0.1751501976885535,0.0169189592908974,0.0,0.0031913788118848,0.0010075178324339,0.0274996649020196,0.4463355496873214,0.0139761299402381,0.0227879380743579,0.0,0.0005284627257888,0.0041153897932213,0.0103282622007168,0.0002980037637953,0.0485745277065705,0.0049378317826084,0.0159180603792875,0.0074077185863412,0.0074770688016615,0.0008116130494523,0.0,0.0161553226621807,0.0017655755201835,0.0051157220821686,0.002743602893284,0.0058589927395216,0.0004602673540748,6.27890232796029e-05,0.0006332059951797,0.0005857904798084,8.758361804811775e-05,0.0020300107650565,0.0,0.0022596261485268,0.0072960822753796,0.0055009848145124,0.012457948604984,0.0057985408349006,0.0001440777218739,0.0020930472180976,0.0001206890285498,0.0028298661195276,0.0006391528908334,0.0040015165521061,0.0002060027342581,8.285810970680839e-05,7.356940057502715e-05,0.0018379593616088,0.002325182579637,0.0060893541779446,0.0020871388951995,0.0319570673461722,0.0,0.0005512495530526,0.001891430980639,0.0183399146791711,0.0043701605043911,0.0040528314388578,5.7903437821831305e-05,0.0001437527121012,0.0003329896658298,0.0028325033076474,0.0003152954959581,0.024623500976137,0.024623500976137,0.0,0.0,0.08534336990628197,0.0
L.RACG,0.0,0.030198714629678,7.512021869964105e-05,0.0001623552480973,0.0,0.0004706552907869,0.0004038416804101,0.0004441956514112,0.0050295193673199,0.0003662653171319,0.0675657136012935,0.0004481728200529,0.1847322145747316,0.0006861580424881,0.0,0.0005256501082122,0.0009475966589484,0.0054184651714117,0.004742640539481,2.6412682576643747e-05,0.0001515867217949,0.0103835175010138,0.0005802105702678,0.0031913788118848,0.0,0.0460328334548984,0.2203025927585454,0.0004410902893227,0.0012529074561079,0.000110060889263,0.0019434565359227,0.0005046079984095,0.0002208353871761,0.0107734064493505,7.982479137283506e-05,0.0079796390411898,0.0273031988823675,0.0181789103266027,0.0038057360941159,0.0032788080447691,0.0002600240250119,0.0286024983668936,0.0037775800138726,0.0050621701276717,0.0025374832314003,0.0007210945346078,0.0011786826988767,0.0,0.0016957843704363,0.0,0.0019738033915355,0.0002142582200113,0.0002991577601261,0.0,0.0001354206203414,0.000299452707916,0.0002949459179248,0.0006136471966535,0.000167406189849,0.0080228469507368,0.0001498652356114,0.0110617206993017,0.0001596700404635,8.783127592216834e-05,0.0002607383161894,0.0004611721247101,0.0014149107409367,0.0012377472624536,0.0003903330147858,0.0001173095294207,4.394721164250356e-05,0.0002342856270065,0.0003978996982296,0.0184384051955425,0.0080794389365959,0.0117920969439673,0.0009347245578465,0.0002820118643356,0.0006666275444083,0.0009976906942714,0.0,3.544907925094959e-05,0.0015583681051458,0.0001433188636485,0.0329171593791868,0.0329171593791868,0.0,0.0,0.06232860061632704,0.0
L.RMFG,0.0004847496626849,0.0110301980752771,0.2244208419179446,0.0002011542551177,0.000247178193068,0.0015751867480563,0.0010933849719133,0.0031906511978448,0.0008604564230117,0.0009636432800878,0.2345905187282967,0.0005482710016588,0.1771840659464131,0.0031479852150551,0.0001543870321534,0.0011728893664573,0.1012851515887205,0.1074795338943891,0.1867704395987143,0.0002517347351429,0.0035152443500181,0.0028117613288599,0.047450977130804,0.0010075178324339,0.0460328334548984,0.0,0.6704707151426827,0.0020675749623291,0.0060057570521883,0.0023007273802187,0.0293796103151545,0.0020919265081031,5.542623629770157e-05,0.0273006694032273,0.000617671160967,0.0287901240816235,0.0530313496856079,0.0616591951752532,0.0174968201637258,0.0002837648517838,0.0003510228472432,0.0062715884620804,0.0036868112812237,0.0142303414550779,0.0069723524280389,0.0033667211443211,0.0,0.0001274370375736,0.0012957893456693,7.100819567831376e-05,0.0091159209472341,0.003180696943027,0.0,0.0,9.678107851643009e-05,0.0001639906670323,0.0002557329951486,0.0001474337398878,0.0,0.0076693843377827,7.915880394498833e-05,0.0142065780849871,0.000289969250362,5.501085410361572e-05,0.0002080764516521,0.0032678037188273,0.0030894710618521,0.0058026187605185,0.0,0.0001983927709732,0.0004682621976395,0.0017009324157418,0.0003014080185734,0.0112803446578654,0.0335095044909593,0.0483402036552625,0.0002034887957418,0.0004101204762855,7.585536407646837e-05,0.003776821510489,0.0001359535493237,0.0,0.0027731792062367,0.0005650991854696,0.0168227320571468,0.0168227320571468,0.0,0.0,0.09233514356360326,0.0
L.SFG,0.0005283494805526,0.1118485768099456,0.2935584662226635,5.281632030739472e-05,9.22428289001166e-05,0.0005591604982489,0.0046200394348544,0.0027690079409231,0.0079928971848596,0.0010872719867466,0.0233641128763901,0.0004522704104258,0.1793335746446122,0.0032066812210764,0.0002625319674254,0.1762199013059107,0.0896989380869806,0.0061402902348318,0.0355839904994614,0.0,0.0178537835792135,0.1033758025237152,0.3097332767276775,0.0274996649020196,0.2203025927585454,0.6704707151426827,0.0,0.0152245223544719,0.0060169232584223,0.0074081103317243,0.0715500790798149,0.0007738033016316,0.0005569533023926,0.0351952847169025,0.0036302414802209,0.1203050414467179,0.1251109678532192,0.1278200571642929,0.0559645126849049,0.0011760910318949,0.0003450853621398,0.0036150150325272,0.0227959329613727,0.0333858610656062,0.0186253347504263,0.0113435552694504,0.0007607843901528,0.0001262643830798,0.0018061108696735,0.0002945359633624,0.041721014708513,0.020320054624332,0.0,0.0,0.0,0.0008693160269846,0.0004065789520308,0.0011894953396226,6.174693971769319e-05,0.00527707473191,7.316842206267146e-05,0.0096211210716578,0.0004555328045084,0.0003546763530628,0.0104739141494138,0.0090289101489078,0.0019423555775833,0.0074421648065361,0.0,0.0034513661723212,0.0158034112004681,0.0185941526261065,0.0035039786468584,0.0128083161897128,0.059708381218426,0.1495057064197818,0.0017475926321686,0.0006134393969314,0.0028470848013438,0.0020021763525552,0.0002671122585572,9.165408112502644e-05,0.0060760356568507,0.0037365461260913,0.0140634791441792,0.0140634791441792,0.0,0.0,0.08884070447982088,0.0
L.SPG,0.0045311329954216,0.0007683432308679,0.0031203139030674,0.1432622609269011,0.0,0.0074160044509003,0.3751354250567693,0.0129271668116953,0.0292596603605876,0.0974022778624957,0.0,0.0159970887154944,0.0014441722729757,0.0109671494779553,0.0005339965819287,0.0408351460559359,0.0040203010821331,6.206664496707428e-05,0.0005346905765155,0.0279400344424056,0.143283582702759,0.0094220896396986,0.0605826748109405,0.4463355496873214,0.0004410902893227,0.0020675749623291,0.0152245223544719,0.0,0.0164574126849457,0.1415219315920301,0.0,0.0001252707770677,0.0059553474466096,0.0154745241905593,0.0002725773260732,0.055851728246986,0.0030890248808353,0.0308425320395076,0.0169077178944033,0.0065377611827444,0.0011683085865128,0.0001844520564511,0.0132641889870093,0.0018358055332399,0.0040219213189068,0.001762286302955,0.0037683117443545,0.0002274426471008,9.241460855538e-05,0.0009767296368607,8.637974109394411e-05,0.0004077763766569,0.0014654988862697,0.0001234277050544,0.0011096223422627,0.0054593112247552,0.0029116754072986,0.0060410202884607,0.0033911942614415,0.0,0.0010230430044484,5.449663397584833e-05,0.0020589046556113,0.000560420784192,0.0017543793732646,0.0001619600593002,0.0,0.0,0.0012933020818447,0.0025539958395241,0.0013864308204504,0.0012396880191645,0.0188366724284417,0.0,0.0001322108840625,0.0006382033051231,0.0108511137691589,0.0027135980689893,0.0035890496950658,0.0,0.0001662569693996,0.0003250225325155,0.001578530294104,0.0009108823042438,0.0116320387570756,0.0116320387570756,0.0,0.0,0.07429150199066115,0.0
